GS.WDT.2008215000000.BHN|[]
XX.YGD.2008195000000.BHN|[[46025, 47550], [62155, 63455], [147055, 148255], [159050, 160450], [168530, 169880], [196385, 198010], [206530, 210130], [225760, 227135], [227540, 229965], [243930, 246030], [248755, 251430], [307690, 308840], [347065, 349540], [368960, 370660], [370865, 372740], [383885, 386585], [478095, 479895], [513895, 522670], [580915, 583465], [590975, 593100], [593130, 594805], [606815, 608340], [657100, 661300], [661330, 665355], [688245, 690045], [734450, 735600], [744860, 746360], [816365, 822515], [823850, 825775], [830260, 831510], [859865, 864940], [897515, 898815], [970795, 973095], [1030515, 1038015], [1047220, 1048245], [1070625, 1073325], [1093425, 1097225], [1116890, 1118865], [1201140, 1203690], [1297160, 1298560], [1304930, 1308155], [1314410, 1317860], [1320960, 1322135], [1322330, 1323955], [1389435, 1393785], [1393815, 1395565], [1409850, 1410825], [1421090, 1425790], [1476290, 1480340], [1481660, 1482760], [1564730, 1570930], [1683225, 1684950], [1716060, 1718360], [1745325, 1749850], [1751055, 1754355], [1857645, 1861045], [1925350, 1926675], [2200350, 2201675], [2201855, 2203430], [2216935, 2220460], [2236495, 2244645], [2349505, 2351205], [2356495, 2357595], [2363550, 2364575], [2476510, 2478035], [2493175, 2494575], [2535460, 2536535], [2567950, 2570375], [2662975, 2664100], [2741030, 2742455], [2817085, 2820235], [2853450, 2854750], [2933115, 2935690], [2998745, 3001670], [3130085, 3132110], [3133230, 3135130], [3189050, 3191350], [3361040, 3362190], [3502715, 3504715], [3659015, 3660840], [3687575, 3690525], [4005290, 4006840], [4007660, 4011260], [4333590, 4340340], [4688190, 4689290], [4689480, 4693530], [5196625, 5199325], [5206020, 5209145], [5251805, 5253205], [5329175, 5331375], [5457995, 5459195], [5465500, 5467250], [5467280, 5469255], [5471090, 5473265], [5475165, 5476265], [5504850, 5506300], [5518220, 5520920], [5830385, 5833410], [5842050, 5847200], [5847305, 5852630], [6108275, 6113175], [6156185, 6160335], [6279785, 6281210], [6422430, 6424555], [6663860, 6666710], [6852985, 6855435], [7124325, 7125700], [7216950, 7222200], [7457185, 7460160], [7783880, 7787155], [7976710, 7978860], [8423190, 8427840], [8521705, 8524955], [8530495, 8531720], [8546810, 8551210], [8580475, 8584675], [8598020, 8600820], [8607365, 8611840], [8618285, 8620010]]
XX.YZP.2008195000000.BHE|[[165565, 169165], [246740, 250165], [403280, 404830], [512640, 521165], [634885, 636310], [655295, 658720], [693900, 695850], [796065, 797515], [894470, 897795], [1092620, 1096370], [1193070, 1194270], [1323655, 1325455], [1406620, 1407820], [1498880, 1500455], [1734850, 1736275], [1758635, 1759785], [1854815, 1859265], [1882675, 1883800], [1884635, 1886935], [2198845, 2201145], [2214455, 2219305], [2235785, 2243160], [2339120, 2340520], [2565465, 2569765], [2652880, 2656080], [2850240, 2852490], [2996425, 3000800], [3049745, 3051970], [3348905, 3350280], [3357760, 3360035], [3424825, 3426725], [3639380, 3642305], [3685240, 3689890], [3708550, 3709525], [3753295, 3755070], [3838175, 3839375], [4004675, 4010675], [4013945, 4015895], [4105345, 4108220], [4128320, 4129695], [4246970, 4248520], [4292315, 4293915], [4327230, 4329880], [4332110, 4338135], [4375320, 4378195], [4687390, 4692240], [4969855, 4973205], [5001925, 5005100], [5193970, 5198445], [5327045, 5329395], [5338830, 5340630], [5462265, 5463640], [5478065, 5479065], [5515455, 5520305], [5529955, 5532280], [5827590, 5834090], [5834445, 5835895], [5840600, 5852250], [6064765, 6066040], [6106765, 6112840], [6128670, 6130370], [6154025, 6159175], [6185825, 6188075], [6276795, 6279220], [6419215, 6424040], [6479465, 6481090], [6511995, 6514320], [6605420, 6606945], [6661660, 6665735], [6851100, 6855425], [6925565, 6929015], [7083710, 7084810], [7112055, 7113305], [7215900, 7221150], [7633450, 7635625], [7670345, 7671995], [7780915, 7785840], [7968690, 7970740], [7973815, 7976365], [8063750, 8065125], [8071405, 8073005], [8176275, 8177525], [8197830, 8199605], [8319755, 8320955], [8339220, 8341820], [8421055, 8424430], [8555500, 8557200], [8592545, 8595145]]
XX.XCO.2008196000000.BHN|[[15495, 20920], [100950, 103200], [110120, 124620], [124670, 126245], [173195, 175220], [183200, 186025], [224255, 225955], [431640, 433940], [453770, 455695], [951730, 952755], [1069310, 1070410], [1070440, 1075190], [1089725, 1098925], [1155785, 1158360], [1197120, 1200970], [1229865, 1231015], [1421585, 1422785], [1470970, 1472945], [1487690, 1488690], [1571165, 1573090], [1709120, 1714095], [1919390, 1923865], [2046245, 2053345], [2525380, 2526630], [2880285, 2882235], [2977775, 2980675], [3406075, 3407375], [3676355, 3680505], [3713715, 3718465], [3743910, 3745010], [3995375, 3998925], [4021585, 4027335], [4046095, 4050445], [4125545, 4130095], [4341395, 4345170], [4519610, 4520735], [4675040, 4681865], [4776455, 4780405], [5060635, 5065585], [5190825, 5192400], [5815285, 5818410], [6301205, 6303830], [6863100, 6864325], [6885205, 6889455], [7011605, 7012755], [7182545, 7203270], [7203310, 7204885], [7613530, 7614955], [7614990, 7617215], [7985280, 7988480], [7997995, 7998970], [8002550, 8009800], [8045620, 8046695], [8048580, 8050005], [8051950, 8054000], [8439895, 8442170], [8449040, 8450240], [8450325, 8457225], [8457265, 8462915], [8480780, 8481780]]
XX.XJI.2008196000000.BHN|[[74815, 76390], [98425, 101925], [112045, 123270], [168230, 172055], [205565, 209690], [683900, 686000], [779555, 781630], [857835, 860360], [1069460, 1074210], [1090190, 1096090], [1138765, 1140215], [1155615, 1157090], [1219615, 1221415], [1572475, 1573875], [1734410, 1736235], [1743755, 1744905], [1813315, 1814415], [1854950, 1856000], [1857260, 1859760], [1914850, 1920875], [2008010, 2009260], [2715860, 2718735], [2821125, 2823325], [2977345, 2979195], [3100170, 3103520], [3673720, 3677720], [3711515, 3716140], [4018280, 4024305], [4106785, 4107985], [4282235, 4285460], [4670430, 4677130], [5126560, 5127735], [5668540, 5670265], [5811305, 5815230], [6084970, 6088845], [6858985, 6861910], [6879455, 6885405], [7182360, 7195960], [7196005, 7200155], [7385345, 7388120], [7553335, 7555110], [7866145, 7867320], [7919485, 7921085], [7984555, 7987205], [8003500, 8007325], [8291735, 8293660], [8449940, 8457440], [8479405, 8480580]]
XX.YGD.2008195000000.BHZ|[[168435, 169835], [248760, 253585], [307810, 308885], [368620, 372745], [381195, 383695], [416765, 418865], [513935, 521160], [578710, 585110], [734470, 736045], [823380, 826005], [897485, 899085], [969535, 973010], [1093450, 1097900], [1201165, 1203415], [1296840, 1298540], [1387585, 1396035], [1421005, 1426080], [1477960, 1479960], [1494075, 1496100], [1568440, 1571590], [1604980, 1607130], [1716545, 1718720], [1737810, 1739335], [1746525, 1749900], [1750835, 1753560], [1855685, 1860410], [1981520, 1982520], [2215510, 2219935], [2236920, 2243745], [2476530, 2480980], [2527555, 2528530], [2566760, 2570460], [2655725, 2656975], [2817250, 2819925], [2997745, 3000820], [3686075, 3690675], [3916010, 3917435], [4005150, 4006775], [4006815, 4012215], [4333580, 4340430], [4688110, 4692585], [5195790, 5199090], [5251790, 5253190], [5327510, 5328635], [5416180, 5417305], [5463660, 5466010], [5467325, 5468625], [5470315, 5471740], [5471940, 5473115], [5516535, 5520760], [5828305, 5834455], [5842070, 5847195], [5847285, 5851810], [6108185, 6113385], [6420955, 6424155], [6663125, 6666475], [6852270, 6855395], [7216950, 7221900], [7252775, 7254250], [7783845, 7784870], [7784900, 7786775], [7975145, 7976145], [7976185, 7978810], [8064590, 8065965], [8423260, 8427860], [8598015, 8601840], [8618380, 8619830]]
XX.YZP.2008195000000.BHN|[[150110, 151135], [165565, 169315], [190025, 191375], [202440, 203515], [223660, 224910], [246730, 250680], [403280, 405130], [478230, 480730], [512640, 522040], [633030, 634080], [634255, 636605], [655295, 658920], [681250, 682625], [693900, 696750], [788925, 789975], [796045, 798170], [894470, 898970], [1092600, 1096875], [1193070, 1194795], [1323640, 1325690], [1406600, 1408000], [1498870, 1500745], [1734850, 1736800], [1758625, 1760450], [1854815, 1859690], [1882675, 1884000], [1884650, 1887100], [1960115, 1961090], [2081825, 2082850], [2198840, 2201365], [2214455, 2219730], [2235780, 2241955], [2287075, 2288800], [2309815, 2310965], [2322835, 2323910], [2339125, 2340700], [2474030, 2476405], [2545225, 2546250], [2565465, 2569465], [2652890, 2656240], [2811415, 2812790], [2850250, 2852400], [2885470, 2886745], [2996405, 3001055], [3049755, 3052030], [3348880, 3351205], [3357750, 3360225], [3394920, 3396320], [3424830, 3427455], [3445125, 3446175], [3561265, 3562665], [3639380, 3642480], [3650575, 3651575], [3656620, 3657845], [3685240, 3689740], [3708545, 3710095], [3753285, 3755410], [3796740, 3798840], [3834890, 3836340], [3838195, 3839545], [4004675, 4011275], [4013910, 4015735], [4080565, 4082490], [4105335, 4108535], [4128340, 4129590], [4136045, 4137295], [4220040, 4221790], [4241270, 4242995], [4246965, 4248540], [4292320, 4294095], [4327215, 4330640], [4332035, 4340085], [4375315, 4378465], [4687395, 4693520], [4805160, 4806435], [4969855, 4974005], [5001930, 5003330], [5003635, 5005310], [5140015, 5141015], [5193945, 5198945], [5246025, 5248475], [5327045, 5329620], [5338810, 5341010], [5437815, 5439140], [5460280, 5461705], [5462525, 5464475], [5473865, 5474890], [5479385, 5480385], [5515490, 5521065], [5530205, 5531805], [5537240, 5538240], [5605480, 5606980], [5658605, 5659905], [5729485, 5730535], [5827590, 5834365], [5834405, 5836355], [5840595, 5852645], [5870240, 5871390], [5928005, 5929180], [5960845, 5962895], [6040155, 6041580], [6046475, 6048575], [6048825, 6051150], [6062910, 6067060], [6106760, 6113135], [6126495, 6130945], [6154025, 6160675], [6185830, 6188305], [6276805, 6279955], [6419025, 6424350], [6444630, 6445905], [6479440, 6482165], [6511995, 6514670], [6605420, 6607195], [6637265, 6638340], [6661660, 6666335], [6851080, 6855205], [6925190, 6928915], [7112035, 7113660], [7215890, 7222665], [7561780, 7562980], [7564490, 7566215], [7633420, 7635595], [7642185, 7644135], [7658955, 7659930], [7670095, 7671995], [7781780, 7785605], [7968690, 7970740], [7973840, 7977290], [8063755, 8065705], [8071400, 8073350], [8176265, 8178615], [8197815, 8199865], [8319730, 8321505], [8339205, 8342030], [8421045, 8425120], [8519225, 8522350], [8555475, 8557225], [8592550, 8595550]]
XX.XCO.2008196000000.BHZ|[[15425, 21050], [110100, 122550], [224270, 225295], [431140, 433615], [1069215, 1075440], [1089695, 1097570], [1153740, 1158440], [1196135, 1201010], [1570965, 1573165], [1708540, 1714440], [1917035, 1923260], [2046185, 2053410], [2880365, 2881890], [2977875, 2980500], [3674290, 3678965], [3712025, 3717400], [3995630, 3998780], [4046950, 4050425], [4126540, 4130290], [4341985, 4345285], [4673155, 4681180], [4774910, 4779135], [5059855, 5065230], [5815135, 5817385], [6885475, 6887350], [7182500, 7203625], [7612855, 7614880], [8002280, 8009230], [8052310, 8053985], [8440015, 8442015], [8450270, 8460845]]
XX.XJI.2008196000000.BHZ|[[74430, 76655], [98395, 101870], [111820, 122745], [168220, 171320], [205625, 209950], [683865, 685865], [857795, 860095], [1069465, 1073790], [1090185, 1095485], [1218685, 1219660], [1219690, 1221065], [1857210, 1859960], [1914950, 1921050], [2715815, 2718365], [2821090, 2823315], [3100155, 3103530], [3673690, 3677890], [3711505, 3716630], [4018290, 4024165], [4282155, 4285130], [4670480, 4675980], [5811285, 5814985], [6084925, 6088575], [6858975, 6861550], [6879450, 6884775], [7182355, 7195130], [7195180, 7200705], [7385325, 7387825], [7552800, 7554825], [7866345, 7867320], [8002725, 8007175], [8291685, 8293735], [8449975, 8457375]]
XX.YGD.2008196000000.BHE|[[13560, 15085], [45955, 46955], [70635, 71785], [78690, 80565], [99865, 101440], [111190, 121590], [121620, 122620], [135485, 137285], [149580, 151430], [156635, 158535], [165405, 167380], [168360, 169710], [169745, 172245], [191295, 192845], [221860, 222935], [231805, 235430], [254510, 255735], [280790, 282015], [283115, 287165], [287215, 289240], [292920, 294120], [300105, 301555], [301600, 303450], [305600, 306875], [321320, 322520], [324115, 325565], [365990, 367715], [372130, 373655], [399835, 400985], [405360, 407110], [502770, 505570], [511830, 512905], [514145, 515520], [516605, 517980], [556290, 558490], [573205, 575580], [593030, 594105], [595345, 596445], [598205, 599980], [640800, 642550], [646820, 648020], [663855, 665205], [693565, 694840], [709750, 711075], [723620, 724920], [743875, 745200], [754630, 755930], [756930, 759005], [759045, 760695], [771010, 771985], [788305, 790055], [790395, 793445], [811090, 812715], [846410, 847485], [847520, 848770], [854175, 855675], [873425, 875875], [879865, 881165], [882590, 884990], [898840, 899890], [912780, 914255], [922520, 923720], [938555, 940930], [941155, 942855], [943155, 946155], [951860, 953835], [969850, 971450], [974460, 975785], [975825, 976850], [977700, 979725], [1014225, 1015400], [1027855, 1028830], [1034120, 1036395], [1038300, 1039775], [1048100, 1049800], [1054295, 1056945], [1068920, 1071020], [1071055, 1074955], [1076340, 1078040], [1091480, 1096930], [1115950, 1117650], [1134655, 1136105], [1155365, 1156590], [1167570, 1168895], [1178565, 1181590], [1198585, 1200185], [1203625, 1205025], [1212420, 1213495], [1225425, 1228425], [1236810, 1237935], [1238505, 1241505], [1242460, 1243760], [1245165, 1246790], [1246965, 1249815], [1249975, 1252000], [1277685, 1279135], [1280110, 1281160], [1348180, 1349205], [1362450, 1363975], [1387590, 1388840], [1391220, 1393270], [1406205, 1407205], [1416850, 1418200], [1422520, 1423545], [1429490, 1430965], [1442685, 1443885], [1445885, 1446935], [1453665, 1454865], [1458615, 1460115], [1463120, 1465695], [1478730, 1480105], [1480135, 1481685], [1489665, 1491065], [1514745, 1516520], [1518470, 1520795], [1570645, 1572370], [1573675, 1575400], [1575960, 1577410], [1579245, 1580520], [1582325, 1583375], [1584550, 1585700], [1632130, 1633630], [1635920, 1637570], [1672670, 1674495], [1677560, 1678560], [1692575, 1698275], [1733625, 1735075], [1735125, 1738300], [1812890, 1814090], [1893330, 1894905], [1915675, 1920875], [1938880, 1940480], [1948035, 1949010], [1954275, 1955500], [1979075, 1980325], [2002705, 2003930], [2043220, 2044320], [2050860, 2051910], [2051950, 2052950], [2084790, 2087390], [2091730, 2092780], [2099690, 2101040], [2105535, 2108085], [2108130, 2109580], [2174860, 2179160], [2199185, 2201085], [2212545, 2213795], [2228545, 2229695], [2243125, 2244150], [2264060, 2266235], [2272970, 2274645], [2343015, 2344340], [2358670, 2359795], [2362485, 2363635], [2365190, 2370090], [2375630, 2377680], [2380480, 2381755], [2456095, 2457095], [2477210, 2478235], [2480915, 2482965], [2483885, 2484985], [2494220, 2495495], [2517670, 2519795], [2572960, 2576135], [2576170, 2577220], [2605455, 2606455], [2654060, 2655460], [2687475, 2688625], [2716650, 2719000], [2740310, 2741810], [2749205, 2750280], [2757150, 2758575], [2847595, 2848745], [2850615, 2851690], [2868280, 2869980], [2954180, 2955605], [2955635, 2956610], [2956650, 2958075], [2964575, 2965575], [2966530, 2968080], [2990455, 2991930], [3010160, 3011510], [3047130, 3048805], [3057455, 3058755], [3060235, 3061810], [3102265, 3103465], [3110625, 3112100], [3115830, 3117005], [3158060, 3160010], [3239665, 3241690], [3261110, 3263935], [3277045, 3279170], [3338420, 3339670], [3346390, 3347365], [3358415, 3360890], [3370410, 3371385], [3380165, 3382090], [3384485, 3385660], [3385690, 3387290], [3402245, 3403295], [3426230, 3429180], [3446960, 3448010], [3489785, 3490835], [3498620, 3499620], [3512200, 3513425], [3539295, 3540845], [3561645, 3562845], [3600725, 3602200], [3671975, 3674375], [3674855, 3677605], [3712835, 3714985], [3722490, 3723490], [3802045, 3804395], [3831195, 3832520], [3894390, 3895815], [3930830, 3932430], [3940000, 3941150], [3953435, 3954860], [3954895, 3956070], [4000630, 4002605], [4019010, 4023335], [4143070, 4144420], [4284035, 4285135], [4670085, 4671060], [4671105, 4677105], [4689200, 4690275], [4716900, 4718025], [4765295, 4766820], [4992905, 4993980], [5042380, 5043730], [5044030, 5045080], [5064545, 5065520], [5312795, 5314570], [5314605, 5316255], [5318065, 5319715], [5637615, 5639565], [5685560, 5686685], [5721545, 5723320], [5812795, 5814945], [5846310, 5847485], [5879400, 5882325], [5926885, 5928260], [5961470, 5962895], [5965980, 5967455], [6056285, 6057360], [6746350, 6747675], [6860645, 6861995], [6881030, 6882430], [6882920, 6886170], [6889845, 6890870], [7150145, 7151195], [7182130, 7196605], [7196655, 7201505], [7202630, 7203855], [7313455, 7314855], [7360950, 7362300], [7454020, 7455220], [7683875, 7685250], [7712460, 7714735], [7875010, 7876010], [7984265, 7985365], [8004485, 8006985], [8072120, 8073195], [8223685, 8225710], [8232210, 8233510], [8292415, 8294690], [8318210, 8319735], [8375835, 8377160], [8445680, 8447480], [8449345, 8458945], [8476565, 8477840], [8479300, 8480375], [8480405, 8481380], [8511910, 8514110], [8523120, 8524520], [8568515, 8569965], [8570085, 8571110], [8615445, 8616795]]
XX.YZP.2008195000000.BHZ|[[246775, 249825], [403280, 405080], [512635, 520235], [635145, 636220], [655295, 658420], [693900, 695975], [894470, 897570], [1092595, 1095595], [1193070, 1194545], [1323640, 1325915], [1406600, 1408100], [1498870, 1500445], [1734850, 1736125], [1758625, 1759775], [1854870, 1859295], [1882675, 1883700], [1884660, 1886535], [2198825, 2200925], [2214455, 2218980], [2235785, 2241835], [2438815, 2440165], [2565455, 2569455], [2652885, 2655910], [2850245, 2852170], [2996425, 3000875], [3049735, 3051860], [3348900, 3350400], [3357765, 3360140], [3424825, 3427300], [3561280, 3562355], [3639420, 3642470], [3685275, 3689475], [3708540, 3709590], [3753305, 3754955], [3838195, 3839545], [4004670, 4010020], [4105340, 4107965], [4128320, 4130120], [4292310, 4293960], [4327230, 4330305], [4332085, 4337835], [4375335, 4378185], [4687395, 4691995], [5193995, 5198070], [5327045, 5329020], [5338820, 5340820], [5515690, 5519315], [5530055, 5532355], [5605435, 5606410], [5658605, 5659605], [5827605, 5832330], [5840595, 5848795], [6065070, 6066145], [6106760, 6112535], [6185815, 6187640], [6276790, 6279215], [6419435, 6423785], [6605420, 6606495], [6661660, 6664935], [6851085, 6854360], [7083705, 7084680], [7112055, 7113505], [7215880, 7220780], [7782485, 7784985], [7968685, 7970860], [7973815, 7976490], [8071435, 8072835], [8176265, 8177415], [8197815, 8199965], [8339210, 8341035], [8421045, 8424570], [8592555, 8595155]]
